"regions","spatial_scale","climates","type","probas","time_window"
"Benin","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.42724,30
"Benin","regions","gfdl-esm4 ssp126","at_least_two_25_down",0.0909,30
"Benin","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.04545,30
"Benin","regions","gfdl-esm4 ssp126","at_least_three_10_down",0.03636,30
"Benin","regions","gfdl-esm4 ssp126","at_least_three_25_down",-1.38777878078145e-17,30
"Benin","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.86364697,30
"Benin","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.86364697,30
"Benin","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.575741212,30
"Benin","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,30
"Benin","regions","gfdl-esm4 ssp585","at_least_two_10_down",1,30
"Benin","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.672715,30
"Benin","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.67679596,30
"Benin","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.61208404,30
"Benin","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.18635,30
"Benin","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.28091236355454,30
"Benin","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,30
"Benin","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Benin","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.6512881572172,30
"Benin","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.10681,30
"Benin","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0.00908999999999993,30
"Benin","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.2438652691936,30
"Benin","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.00681749999999989,30
"Benin","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-6.76542155630955e-17,30
"Benin","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.77270404,30
"Benin","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.636341818,30
"Benin","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.2,30
"Benin","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,30
"Benin","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.983161953064,30
"Benin","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.8383983843232,30
"Benin","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.95960404,30
"Benin","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.839214646936,30
"Benin","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.4020339394344,30
"Bermuda","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.6667,30
"Bermuda","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.16665,30
"Bermuda","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Bermuda","regions","gfdl-esm4 ssp126","at_least_two_5_down",0,30
"Bermuda","regions","gfdl-esm4 ssp126","at_least_two_10_down",-5.55111512312578e-17,30
"Bermuda","regions","gfdl-esm4 ssp126","at_least_two_25_down",-5.55111512312578e-17,30
"Bermuda","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,30
"Bermuda","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,30
"Bermuda","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,30
"Bermuda","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,30
"Bermuda","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,30
"Bermuda","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,30
"Bermuda","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.16665,30
"Bermuda","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.0833249999999999,30
"Bermuda","regions","gfdl-esm4 ssp585","at_least_two_25_down",-5.55111512312578e-17,30
"Bermuda","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,30
"Bermuda","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,30
"Bermuda","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,30
"Bermuda","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0,30
"Bermuda","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,30
"Bermuda","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Bermuda","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.8333,30
"Bermuda","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.44448889,30
"Bermuda","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,30
"Bermuda","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,30
"Bermuda","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,30
"Bermuda","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,30
"Bermuda","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0,30
"Bermuda","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0,30
"Bermuda","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,30
"Bermuda","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,30
"Bermuda","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.8333,30
"Bermuda","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.27773889,30
"Bermuda","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,30
"Bermuda","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,30
"Bermuda","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,30
"Bhutan","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.988982369146,30
"Bhutan","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.704780739338427,30
"Bhutan","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0.039997,30
"Bhutan","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.272710909,30
"Bhutan","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.15277,30
"Bhutan","regions","gfdl-esm4 ssp126","at_least_two_25_down",-2.77555756156289e-17,30
"Bhutan","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.0282791919999999,30
"Bhutan","regions","gfdl-esm4 ssp126","at_least_three_10_down",0.00833249999999991,30
"Bhutan","regions","gfdl-esm4 ssp126","at_least_three_25_down",-2.77555756156289e-17,30
"Bhutan","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.844024922980133,30
"Bhutan","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.738659721801828,30
"Bhutan","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.198254295230034,30
"Bhutan","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.609179945146,30
"Bhutan","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.501923599247,30
"Bhutan","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.01818,30
"Bhutan","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.23635827291,30
"Bhutan","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.157203782691,30
"Bhutan","regions","gfdl-esm4 ssp585","at_least_three_25_down",-2.42861286636753e-17,30
"Bhutan","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.807139944146,30
"Bhutan","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.290332530115027,30
"Bhutan","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Bhutan","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.559185673719,30
"Bhutan","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.08837399,30
"Bhutan","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,30
"Bhutan","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.129452342562,30
"Bhutan","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.00504949499999996,30
"Bhutan","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,30
"Bhutan","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.4793071894876,30
"Bhutan","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.36360404,30
"Bhutan","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.0909,30
"Bhutan","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.9992656014472,30
"Bhutan","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.9988984021708,30
"Bhutan","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.961438016584,30
"Bhutan","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.9831072908944,30
"Bhutan","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.9766807343416,30
"Bhutan","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.756214463416,30
"Bolivia","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.673720001840421,30
"Bolivia","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.090526418218765,30
"Bolivia","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Bolivia","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.3271538933944,30
"Bolivia","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.1130071075,30
"Bolivia","regions","gfdl-esm4 ssp126","at_least_two_25_down",-2.77555756156289e-17,30
"Bolivia","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.0640397891179998,30
"Bolivia","regions","gfdl-esm4 ssp126","at_least_three_10_down",0.0113620455,30
"Bolivia","regions","gfdl-esm4 ssp126","at_least_three_25_down",-2.77555756156289e-17,30
"Bolivia","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.761946444584,30
"Bolivia","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.6473485389752,30
"Bolivia","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.26362,30
"Bolivia","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.97246005427,30
"Bolivia","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.9311398071625,30
"Bolivia","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.647345600764,30
"Bolivia","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.80766106309,30
"Bolivia","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.6625599178375,30
"Bolivia","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.186018806663,30
"Bolivia","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.674136916455596,30
"Bolivia","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.0718944464,30
"Bolivia","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Bolivia","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.476205196882,30
"Bolivia","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.01818,30
"Bolivia","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0.00908999999999993,30
"Bolivia","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.1203443784192,30
"Bolivia","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",-2.42861286636753e-17,30
"Bolivia","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-6.76542155630955e-17,30
"Bolivia","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.586150683406303,30
"Bolivia","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.401592684609472,30
"Bolivia","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.09276854344525,30
"Bolivia","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.953385357385,30
"Bolivia","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.91969206418,30
"Bolivia","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.667004649115,30
"Bolivia","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.782334076042,30
"Bolivia","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.683569541056,30
"Bolivia","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.31025106698,30
"Bonaire","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,30
"Bonaire","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,30
"Bonaire","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Bonaire","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.75,30
"Bonaire","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.75,30
"Bonaire","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,30
"Bonaire","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,30
"Bonaire","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,30
"Bonaire","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,30
"Bonaire","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,30
"Bonaire","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,30
"Bonaire","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,30
"Bonaire","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,30
"Bonaire","regions","gfdl-esm4 ssp585","at_least_two_10_down",1,30
"Bonaire","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.5,30
"Bonaire","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,30
"Bonaire","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,30
"Bonaire","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,30
"Bonaire","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0,30
"Bonaire","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,30
"Bonaire","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Bonaire","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.5,30
"Bonaire","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.1667,30
"Bonaire","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0.125025,30
"Bonaire","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,30
"Bonaire","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,30
"Bonaire","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,30
"Bonaire","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0,30
"Bonaire","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0,30
"Bonaire","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,30
"Bonaire","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.8333,30
"Bonaire","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.5,30
"Bonaire","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0,30
"Bonaire","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,30
"Bonaire","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,30
"Bonaire","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.31003746784,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.0672679999999999,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.00363599999999989,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp126","at_least_three_10_down",0,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.942724,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.87272,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.26252270932,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.8909,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.0333299999999999,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.65088,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.445425,30
"Bosnia and Herzegovina","regions","gfdl-esm4 ssp585","at_least_three_25_down",-8.32667268468867e-17,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.709088,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.411905601665734,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.8977375,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.3051588787,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.5591125,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0415149392999999,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.757561212,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.757561212,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.46,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.9806099392,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.951524848,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.901819819,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.8254783024,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.711547636,30
"Bosnia and Herzegovina","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.547265818,30
"Botswana","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.861989083750184,30
"Botswana","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.1851802828834,30
"Botswana","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,30
"Botswana","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.43715582625,30
"Botswana","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.01818,30
"Botswana","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,30
"Botswana","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.06672628125,30
"Botswana","regions","gfdl-esm4 ssp126","at_least_three_10_down",-2.42861286636753e-17,30
"Botswana","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,30
"Botswana","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.88430248,30
"Botswana","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.75699066,30
"Botswana","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.3978473443004,30
"Botswana","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.64293752,30
"Botswana","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.60326876,30
"Botswana","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.16135,30
"Botswana","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.17683686,30
"Botswana","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.13386843,30
"Botswana","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.0113624999999999,30
"Botswana","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.435560459323638,30
"Botswana","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.418753274364484,30
"Botswana","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,30
"Botswana","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.08263855375,30
"Botswana","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.08263855375,30
"Botswana","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,30
"Botswana","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.00681727274999996,30
"Botswana","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.00681727274999996,30
"Botswana","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,30
"Botswana","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.791700825,30
"Botswana","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.600562416409532,30
"Botswana","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.33685972753777,30
"Botswana","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.910728925,30
"Botswana","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.55367871875,30
"Botswana","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.17683686,30
"Botswana","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.5536719,30
"Botswana","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.19108884375,30
"Botswana","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.01652562,30
"Bouvet","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,30
"Bouvet","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,30
