"regions","climates","at_least_one_shock","at_least_two_shocks","at_least_three_shocks","time_window"
"Iran","ipsl-cm6a-lr ssp585",1,0.584168407400371,0.0344580154952541,30
"Iraq","gfdl-esm4 ssp126",1,0.254317202764012,0.00206570249999993,30
"Iraq","gfdl-esm4 ssp585",0.999496342922914,0.46046472696702,0.0247884300000002,30
"Iraq","ipsl-cm6a-lr ssp126",0.965220477419087,0.220624673995155,0,30
"Iraq","ipsl-cm6a-lr ssp585",0.998308041678538,0.385970867072171,0.0247884300000001,30
"Ireland","gfdl-esm4 ssp126",0.55,0,NA,30
"Ireland","gfdl-esm4 ssp585",1,0,NA,30
"Ireland","ipsl-cm6a-lr ssp126",0.81483703614816,0,NA,30
"Ireland","ipsl-cm6a-lr ssp585",1,0,NA,30
"Israel","gfdl-esm4 ssp126",1,0.612949295870951,-4.44089209850063e-16,30
"Israel","gfdl-esm4 ssp585",0.999316660349098,0.414723611846286,-2.22044604925031e-16,30
"Israel","ipsl-cm6a-lr ssp126",0.973178225447803,0.0938835660091817,0,30
"Israel","ipsl-cm6a-lr ssp585",0.99964609665358,0.297734217852652,0.00275482085399992,30
"Italy","gfdl-esm4 ssp126",0.999144110493202,0.457914828716995,0.0214505344660338,30
"Italy","gfdl-esm4 ssp585",0.99887145396861,0.341282264298179,0,30
"Italy","ipsl-cm6a-lr ssp126",0.999442963594781,0.468518603563185,0,30
"Italy","ipsl-cm6a-lr ssp585",1,0.671205084478393,0.0905044100372842,30
"Ivory Coast","gfdl-esm4 ssp126",0.773247496786776,0,0,30
"Ivory Coast","gfdl-esm4 ssp585",0.880790259391628,0,0,30
"Ivory Coast","ipsl-cm6a-lr ssp126",1,0.482994453550576,4.44089209850063e-16,30
"Ivory Coast","ipsl-cm6a-lr ssp585",1,0.212137576,-2.22044604925031e-16,30
"Jamaica","gfdl-esm4 ssp126",0.25,0,NA,30
